amount,avg_amount,max_amount,amount_ratio,amount_std,amount_zscore,is_new_location,is_new_device,impossible_travel,transactions_last_10min,transactions_last_1hr,transactions_last_24hr,transactions_last_7d,amount_last_1hr,amount_last_24hr,unique_merchants_last_24hr,num_unique_devices_30d,device_first_seen_days,is_unknown_device_type,is_high_risk_merchant,merchant_fraud_rate,amount_vs_merchant_avg,merchant_category_risk,is_high_risk_location,hour_of_day,is_night,is_weekend,day_of_week,time_since_last_txn_hours,is_round_amount,is_fraud
1713.85,6607.36,63536.0,0.26,15990.93,-0.31,0,0,0,60,60,60,60,396441.67,396441.67,20,7,0,0,0,0.0,0.75,0.1,0,18,0,1,6,0.0,0,False
2974.44,5125.91,91494.0,0.58,13535.27,-0.16,0,0,0,63,63,63,63,322932.45,322932.45,16,3,0,0,0,0.0,1.17,0.1,0,18,0,1,6,0.0,0,False
4308.22,15979.59,217050.0,0.27,43888.51,-0.27,0,0,0,59,59,59,59,942795.82,942795.82,19,5,0,0,0,0.0,1.89,0.1,0,18,0,1,6,0.0,0,False
6029.55,4537.56,7365.53,1.33,1047.45,1.42,0,0,0,51,51,51,51,231415.36,231415.36,12,1,0,0,0,0.0,2.49,0.1,0,18,0,1,6,0.0,0,False
94224.0,6281.23,112344.0,15.0,16380.86,5.37,1,1,1,44,44,44,44,276374.01,276374.01,15,2,0,1,1,1.0,1.1,1.0,1,18,0,1,6,0.0,0,True
33760.0,3416.49,40512.0,9.88,8969.82,3.38,1,1,1,61,61,61,61,208405.74,208405.74,15,6,0,1,1,1.0,0.39,1.0,1,18,0,1,6,0.0,0,True
3177.56,7118.61,168511.0,0.45,22247.14,-0.18,0,0,0,63,63,63,63,448472.3,448472.3,14,3,0,0,0,0.0,1.29,0.1,0,18,0,1,6,0.0,0,False
3499.61,3821.25,67608.0,0.92,8326.26,-0.04,0,0,0,61,61,61,61,233096.54,233096.54,17,2,0,0,0,0.0,1.39,0.1,0,18,0,1,6,0.0,0,False
3815.33,4258.29,7348.74,0.9,1108.2,-0.4,0,0,0,39,39,39,39,166073.27,166073.27,13,1,0,0,0,0.0,1.52,0.1,0,18,0,1,6,0.0,0,False
785.86,1224.55,23409.0,0.64,2893.22,-0.15,0,0,0,61,61,61,61,74697.25,74697.25,15,2,0,0,0,0.0,0.31,0.1,0,18,0,1,6,0.0,0,False
1660.88,6527.14,63536.0,0.25,15869.49,-0.31,0,0,0,61,61,61,61,398155.52,398155.52,20,7,0,0,0,0.0,0.72,0.1,0,18,0,1,6,0.0,0,False
1796.02,3002.32,48212.0,0.6,8622.63,-0.14,0,0,0,58,58,58,58,174134.57,174134.57,17,3,0,0,0,0.0,0.74,0.1,0,18,0,1,6,0.0,0,False
1159.43,2103.32,46950.0,0.55,6727.26,-0.14,0,0,0,54,54,54,54,113579.11,113579.11,16,3,0,0,0,0.0,0.49,0.1,0,18,0,1,6,0.0,0,False
1723.2,3872.9,113750.0,0.44,13139.2,-0.16,0,0,0,72,72,72,72,278848.6,278848.6,15,2,0,0,0,0.0,0.68,0.1,0,18,0,1,6,0.0,0,False
3680.96,4566.25,7365.53,0.81,1057.57,-0.84,0,0,0,52,52,52,52,237444.91,237444.91,12,1,0,0,0,0.0,1.47,0.1,0,18,0,1,6,0.0,0,False
2513.72,8527.05,115702.0,0.29,22812.45,-0.26,0,0,0,55,55,55,55,468987.76,468987.76,17,4,0,0,0,0.0,1.04,0.1,0,18,0,1,6,0.0,0,False
1735.61,6947.82,82992.0,0.25,16260.17,-0.32,0,0,0,43,43,43,43,298756.46,298756.46,16,3,0,0,0,0.0,0.68,0.3,0,18,0,1,6,0.0,0,False
3901.03,10625.77,142508.0,0.37,28604.5,-0.24,0,0,0,59,59,59,59,626920.58,626920.58,17,5,0,0,0,0.0,1.53,0.3,0,18,0,1,6,0.0,0,False
1164.7,2086.16,46950.0,0.56,6665.89,-0.14,0,0,0,55,55,55,55,114738.54,114738.54,16,3,0,0,0,0.0,0.49,0.1,0,18,0,1,6,0.0,0,False
1887.57,5698.13,82173.0,0.33,16187.01,-0.24,0,0,0,53,53,53,53,302000.73,302000.73,14,4,0,0,0,0.0,0.78,0.1,0,18,0,1,6,0.0,0,False
1813.03,1751.48,2853.42,1.04,374.9,0.16,0,0,0,71,71,71,71,124355.19,124355.19,14,1,0,0,0,0.0,0.77,0.1,0,18,0,1,6,0.0,0,False
2874.12,9110.23,119282.0,0.32,24376.72,-0.26,0,0,0,55,55,55,55,501062.7,501062.7,17,5,0,0,0,0.0,1.1,0.1,0,18,0,1,6,0.0,0,False
919.7,3652.58,29295.0,0.25,8430.32,-0.32,0,0,0,52,52,52,52,189934.19,189934.19,16,7,0,0,0,0.0,0.38,0.1,0,18,0,1,6,0.0,0,False
2070.36,4404.14,63528.0,0.47,10464.32,-0.22,0,0,0,34,34,34,34,149740.86,149740.86,14,2,0,0,0,0.0,0.81,0.3,0,18,0,1,6,0.0,0,False
4744.57,21856.35,235592.0,0.22,55731.43,-0.31,0,0,0,67,67,67,67,1464375.18,1464375.18,21,7,0,0,0,0.0,1.89,0.1,0,18,0,1,6,0.0,0,False
791.9,5173.25,54800.0,0.15,13121.79,-0.33,0,0,0,55,55,55,55,284528.56,284528.56,16,6,0,0,0,0.0,0.33,0.1,0,18,0,1,6,0.0,0,False
716.42,2243.45,37352.0,0.32,5903.3,-0.26,0,0,0,66,66,66,66,148067.98,148067.98,19,5,0,0,0,0.0,0.29,0.1,0,18,0,1,6,0.0,0,False
1426.8,1752.34,2853.42,0.81,372.32,-0.87,0,0,0,72,72,72,72,126168.22,126168.22,14,1,0,0,0,0.0,0.56,0.1,0,18,0,1,6,0.0,0,False
610.7,1551.1,26175.0,0.39,3487.11,-0.27,0,0,0,52,52,52,52,80657.44,80657.44,15,2,0,0,0,0.0,0.24,0.3,0,18,0,1,6,0.0,0,False
2703.6,6714.28,87904.0,0.4,17396.14,-0.23,0,0,1,57,57,57,57,382713.83,382713.83,17,4,0,0,0,0.0,1.17,0.1,0,18,0,1,6,0.0,0,False
768.73,3777.72,39552.0,0.2,9417.55,-0.32,0,0,0,53,53,53,53,200219.17,200219.17,19,6,0,0,0,0.0,0.31,0.1,0,18,0,1,6,0.0,0,False
3727.79,5863.16,85890.0,0.64,11954.9,-0.18,0,0,0,47,47,47,47,275568.49,275568.49,16,2,0,0,0,0.0,1.45,0.3,0,18,0,1,6,0.0,0,False
3534.99,4247.22,7348.74,0.83,1096.14,-0.65,0,0,0,40,40,40,40,169888.6,169888.6,13,1,0,0,0,0.0,1.35,0.1,0,18,0,1,6,0.0,0,False
4001.14,4837.55,98532.0,0.83,14639.56,-0.06,0,0,0,43,43,43,43,208014.52,208014.52,15,2,0,0,0,0.0,1.64,0.1,0,18,0,1,6,0.0,0,False
691.56,3905.9,40512.0,0.18,9694.8,-0.33,0,0,1,62,62,62,62,242165.74,242165.74,15,7,0,0,0,0.0,0.27,0.3,0,18,0,1,6,0.0,0,False
1541.39,1577.84,35409.0,0.98,4168.52,-0.01,0,0,0,68,68,68,68,107293.04,107293.04,15,2,0,0,0,0.0,0.61,0.1,0,18,0,1,6,0.0,0,False
155.79,489.06,7896.0,0.32,1490.14,-0.22,0,0,0,71,71,71,71,34722.94,34722.94,17,4,0,0,0,0.0,0.06,0.3,0,18,0,1,6,0.0,0,False
2921.79,9908.62,162841.0,0.29,28704.63,-0.24,0,0,0,64,64,64,64,634151.66,634151.66,17,4,0,0,0,0.0,1.25,0.1,0,18,0,1,6,0.0,0,False
1376.85,6440.64,70756.0,0.21,16758.96,-0.3,0,0,0,61,61,61,61,392878.82,392878.82,18,6,0,0,0,0.0,0.54,0.3,0,18,0,1,6,0.0,0,False
1058.47,2981.87,48212.0,0.35,8549.42,-0.22,0,0,0,59,59,59,59,175930.59,175930.59,17,3,0,0,0,0.0,0.46,0.1,0,18,0,1,6,0.0,0,False
3172.08,4818.54,98532.0,0.66,14468.88,-0.11,0,0,0,44,44,44,44,212015.66,212015.66,15,2,0,0,0,0.0,1.31,0.1,0,18,0,1,6,0.0,0,False
3041.37,12790.88,146452.0,0.24,30714.9,-0.32,0,0,0,72,72,72,72,920943.21,920943.21,20,8,0,0,0,0.0,1.26,0.1,0,18,0,1,6,0.0,0,False
2261.2,5226.3,81363.0,0.43,15098.49,-0.2,0,0,0,51,51,51,51,266541.32,266541.32,14,3,0,0,0,0.0,0.93,0.1,0,18,0,1,6,0.0,0,False
4509.96,13702.18,244350.0,0.33,43755.48,-0.21,0,0,0,48,48,48,48,657704.68,657704.68,14,3,0,0,0,0.0,1.74,0.3,0,18,0,1,6,0.0,0,False
4216.29,9801.13,162841.0,0.43,28492.67,-0.2,0,0,0,65,65,65,65,637073.45,637073.45,17,4,0,0,0,0.0,1.76,0.1,0,18,0,1,6,0.0,0,False
1384.9,1577.31,35409.0,0.88,4137.76,-0.05,0,0,0,69,69,69,69,108834.43,108834.43,15,2,0,0,0,0.0,0.55,0.1,0,18,0,1,6,0.0,0,False
3707.4,12480.76,177527.0,0.3,34289.04,-0.26,0,0,0,43,43,43,43,536672.86,536672.86,17,4,0,0,0,0.0,1.48,0.1,0,18,0,1,6,0.0,0,False
642.94,2220.66,37352.0,0.29,5861.38,-0.27,0,0,0,67,67,67,67,148784.4,148784.4,19,5,0,0,0,0.0,0.26,0.1,0,18,0,1,6,0.0,0,False
1327.68,4095.37,67166.0,0.32,12134.85,-0.23,0,0,0,67,67,67,67,274389.88,274389.88,17,4,0,0,0,0.0,0.56,0.1,0,18,0,1,6,0.0,0,False
5740.58,5636.07,112890.0,1.02,14474.86,0.01,0,0,0,57,57,57,57,321255.73,321255.73,13,2,0,0,0,0.0,2.48,0.1,0,18,0,1,6,0.0,0,False
911.76,4983.1,43840.0,0.18,11437.08,-0.36,0,0,1,57,57,57,57,284036.62,284036.62,19,7,0,0,0,0.0,0.36,0.3,0,18,0,1,6,0.0,0,False
2091.8,3816.07,67608.0,0.55,8257.83,-0.21,0,0,0,62,62,62,62,236596.15,236596.15,17,2,0,0,0,0.0,0.84,0.1,0,18,0,1,6,0.0,0,False
2804.2,8998.87,119282.0,0.31,24168.47,-0.26,0,0,0,56,56,56,56,503936.82,503936.82,17,5,0,0,0,0.0,1.17,0.1,0,18,0,1,6,0.0,0,False
2141.73,4337.46,63528.0,0.49,10316.83,-0.21,0,0,0,35,35,35,35,151811.22,151811.22,14,2,0,0,0,0.0,0.84,0.1,0,18,0,1,6,0.0,0,False
3717.99,14959.85,144078.0,0.25,35889.63,-0.31,0,0,0,46,46,46,46,688153.26,688153.26,15,5,0,0,0,0.0,1.53,0.1,0,18,0,1,6,0.0,0,False
1671.12,3511.29,89300.0,0.48,11788.1,-0.16,0,0,0,55,55,55,55,193121.11,193121.11,13,2,0,0,0,0.0,0.66,0.1,0,18,0,1,6,0.0,0,False
4701.98,16312.3,156336.0,0.29,36035.71,-0.32,0,0,1,54,54,54,54,880864.23,880864.23,20,8,0,0,0,0.0,1.94,0.1,0,18,0,1,6,0.0,0,False
3767.26,6921.44,122544.0,0.54,21171.64,-0.15,0,0,0,61,61,61,61,422207.83,422207.83,16,3,0,0,0,0.0,1.5,0.1,0,18,0,1,6,0.0,0,False
2393.89,12506.75,148862.0,0.19,32198.93,-0.31,0,0,0,69,69,69,69,862965.76,862965.76,18,7,0,0,0,0.0,0.99,0.1,0,18,0,1,6,0.0,0,False
1846.24,5627.56,82173.0,0.33,16041.96,-0.24,0,0,0,54,54,54,54,303888.3,303888.3,14,4,0,0,0,0.0,0.76,0.1,0,18,0,1,6,0.0,0,False
4126.55,17591.4,162855.0,0.23,42006.81,-0.32,0,0,0,54,54,54,54,949935.77,949935.77,16,7,0,0,0,0.0,1.6,0.3,0,18,0,1,6,0.0,0,False
1217.29,2069.7,46950.0,0.59,6606.16,-0.13,0,0,0,56,56,56,56,115903.24,115903.24,16,3,0,0,0,0.0,0.53,0.1,0,18,0,1,6,0.0,0,False
1162.7,1574.56,35409.0,0.74,4107.73,-0.1,0,0,0,70,70,70,70,110219.33,110219.33,15,2,0,0,0,0.0,0.45,0.1,0,18,0,1,6,0.0,0,False
757.45,3854.88,40512.0,0.2,9624.82,-0.32,0,0,0,63,63,63,63,242857.3,242857.3,15,7,0,0,0,0.0,0.3,0.1,0,18,0,1,6,0.0,0,False
2048.68,5092.3,91494.0,0.4,13430.11,-0.23,0,0,0,64,64,64,64,325906.89,325906.89,16,3,0,0,0,0.0,0.82,0.1,0,18,0,1,6,0.0,0,False
3531.92,15048.06,174276.0,0.23,40493.7,-0.28,0,0,1,50,50,50,50,752402.92,752402.92,18,5,0,0,0,0.0,1.4,0.1,0,18,0,1,6,0.0,0,False
3276.56,15877.13,192144.0,0.21,38335.08,-0.33,0,0,0,52,52,52,52,825610.99,825610.99,19,6,0,0,0,0.0,1.44,0.1,0,18,0,1,6,0.0,0,False
162.91,382.53,6006.0,0.43,913.14,-0.24,0,0,0,40,40,40,40,15301.24,15301.24,17,2,0,0,0,0.0,0.07,0.1,0,18,0,1,6,0.0,0,False
3158.85,15785.07,217050.0,0.2,43541.07,-0.29,0,0,0,60,60,60,60,947104.04,947104.04,19,5,0,0,0,0.0,1.24,0.1,0,18,0,1,6,0.0,0,False
2382.88,12362.28,148862.0,0.19,31987.6,-0.31,0,0,0,70,70,70,70,865359.65,865359.65,18,7,0,0,0,0.0,0.98,0.1,0,18,0,1,6,0.0,0,False
1073.67,4084.27,64160.0,0.26,12099.62,-0.25,0,0,0,51,51,51,51,208297.7,208297.7,17,3,0,0,0,0.0,0.46,0.1,0,18,0,1,6,0.0,0,False
80060.0,15639.39,192144.0,5.12,38004.12,1.7,1,1,1,53,53,53,53,828887.55,828887.55,19,6,0,1,1,1.0,0.95,1.0,1,18,0,1,6,0.0,0,True
2758.26,5045.47,91494.0,0.55,13330.12,-0.17,0,0,0,65,65,65,65,327955.57,327955.57,16,3,0,0,0,0.0,1.09,0.1,0,18,0,1,6,0.0,0,False
2734.92,9523.72,122094.0,0.29,24190.62,-0.28,0,0,1,58,58,58,58,552375.66,552375.66,16,5,0,0,0,0.0,1.04,0.1,0,18,0,1,6,0.0,0,False
1368.92,3798.56,79920.0,0.36,11897.68,-0.2,0,0,0,60,60,60,60,227913.38,227913.38,19,3,0,0,0,0.0,0.54,0.1,0,18,0,1,6,0.0,0,False
5373.59,12175.13,177822.0,0.44,33497.68,-0.2,0,0,0,60,60,60,60,730508.02,730508.02,14,4,0,0,0,0.0,2.18,0.1,0,18,0,1,6,0.0,0,False
1717.84,5169.28,81363.0,0.33,14955.39,-0.23,0,0,0,52,52,52,52,268802.52,268802.52,14,3,0,0,0,0.0,0.71,0.1,0,18,0,1,6,0.0,0,False
1607.49,6398.33,63640.0,0.25,14984.91,-0.32,0,0,0,62,62,62,62,396696.7,396696.7,19,7,0,0,0,0.0,0.66,0.1,0,18,0,1,6,0.0,0,False
2978.6,16832.36,192144.0,0.18,38651.18,-0.36,0,0,1,54,54,54,54,908947.55,908947.55,19,7,0,0,0,0.0,1.19,0.5,0,18,0,1,6,0.0,0,False
1727.19,4026.37,64160.0,0.43,11987.68,-0.19,0,0,0,52,52,52,52,209371.37,209371.37,17,3,0,0,0,0.0,0.72,0.1,0,18,0,1,6,0.0,0,False
2249.35,3569.21,72544.0,0.63,9308.79,-0.14,0,0,0,57,57,57,57,203444.88,203444.88,15,2,0,0,0,0.0,0.9,0.1,0,18,0,1,6,0.0,0,False
4301.31,3685.54,4978.9,1.17,730.56,0.84,0,0,0,54,54,54,54,199018.97,199018.97,13,1,0,0,0,0.0,1.71,0.1,0,18,0,1,6,0.0,0,False
1390.13,2949.82,48212.0,0.47,8480.29,-0.18,0,0,0,60,60,60,60,176989.06,176989.06,17,3,0,0,0,0.0,0.54,0.1,0,18,0,1,6,0.0,0,False
2545.62,8890.19,119282.0,0.29,23965.76,-0.26,0,0,0,57,57,57,57,506741.02,506741.02,17,5,0,0,0,0.0,1.1,0.1,0,18,0,1,6,0.0,0,False
4215.69,5637.87,112890.0,0.75,14347.33,-0.1,0,0,0,58,58,58,58,326996.31,326996.31,13,2,0,0,0,0.0,1.72,0.1,0,18,0,1,6,0.0,0,False
4124.79,13131.89,177698.0,0.31,35457.42,-0.25,0,0,0,71,71,71,71,932364.11,932364.11,15,6,0,0,0,0.0,1.69,0.1,0,18,0,1,6,0.0,0,False
2291.16,6266.22,74976.0,0.37,16097.54,-0.25,0,0,0,54,54,54,54,338376.14,338376.14,17,4,0,0,0,0.0,0.94,0.1,0,18,0,1,6,0.0,0,False
207.07,377.17,6006.0,0.55,902.31,-0.19,0,0,0,41,41,41,41,15464.15,15464.15,18,2,0,0,0,0.0,0.08,0.1,0,18,0,1,6,0.0,0,False
3916.06,13127.62,158319.0,0.3,33564.51,-0.27,0,0,1,46,46,46,46,603870.71,603870.71,15,5,0,0,0,0.0,1.55,0.1,0,18,0,1,6,0.0,0,False
355.32,945.0,11232.0,0.38,2204.24,-0.27,0,0,0,56,56,56,56,52920.24,52920.24,17,4,0,0,0,0.0,0.15,0.1,0,18,0,1,6,0.0,0,False
3685.01,3696.73,4978.9,1.0,728.51,-0.02,0,0,0,55,55,55,55,203320.28,203320.28,13,1,0,0,0,0.0,1.44,0.3,0,18,0,1,6,0.0,0,False
2382.11,7007.36,98145.0,0.34,19224.81,-0.24,0,0,1,81,81,81,81,567595.95,567595.95,15,6,0,0,0,0.0,0.93,0.3,0,18,0,1,6,0.0,0,False
3599.86,14822.25,174276.0,0.24,40119.14,-0.28,0,0,0,51,51,51,51,755934.84,755934.84,18,5,0,0,0,0.0,1.58,0.1,0,18,0,1,6,0.0,0,False
2981.2,17979.47,177723.0,0.17,41680.66,-0.36,0,0,0,51,51,51,51,916952.96,916952.96,21,7,0,0,0,0.0,1.31,0.1,0,18,0,1,6,0.0,0,False
1844.8,10898.24,75973.0,0.17,21560.94,-0.42,0,0,0,50,50,50,50,544912.02,544912.02,16,9,0,0,0,0.0,0.73,0.1,0,18,0,1,6,0.0,0,False
5244.37,4229.84,7348.74,1.24,1088.06,0.93,0,0,0,41,41,41,41,173423.59,173423.59,13,1,0,0,0,0.0,2.08,0.1,0,18,0,1,6,0.0,0,False
1384.14,6448.65,63536.0,0.21,15751.0,-0.32,0,0,0,62,62,62,62,399816.4,399816.4,20,7,0,0,0,0.0,0.61,0.1,0,18,0,1,6,0.0,0,False
1480.33,6225.22,70752.0,0.24,15600.17,-0.3,0,0,0,59,59,59,59,367287.89,367287.89,18,6,0,0,0,0.0,0.58,0.3,0,18,0,1,6,0.0,0,False
2272.58,8780.8,119282.0,0.26,23769.21,-0.27,0,0,0,58,58,58,58,509286.64,509286.64,17,5,0,0,0,0.0,0.94,0.1,0,18,0,1,6,0.0,0,False
1530.26,6322.29,63640.0,0.24,14875.82,-0.32,0,0,0,63,63,63,63,398304.19,398304.19,19,7,0,0,0,0.0,0.62,0.1,0,18,0,1,6,0.0,0,False
4882.31,12281.37,177527.0,0.4,33913.78,-0.22,0,0,0,44,44,44,44,540380.26,540380.26,17,4,0,0,0,0.0,1.95,0.1,0,18,0,1,6,0.0,0,False
611.13,1887.11,28786.0,0.32,5071.09,-0.25,0,0,0,64,64,64,64,120775.34,120775.34,16,4,0,0,0,0.0,0.24,0.5,0,18,0,1,6,0.0,0,False
2242.52,4276.47,63528.0,0.52,10174.96,-0.2,0,0,0,36,36,36,36,153952.95,153952.95,14,2,0,0,0,0.0,0.98,0.1,0,18,0,1,6,0.0,0,False
667.64,1867.48,28786.0,0.36,5033.8,-0.24,0,0,0,65,65,65,65,121386.47,121386.47,17,4,0,0,0,0.0,0.27,0.1,0,18,0,1,6,0.0,0,False
3233.82,5104.16,81363.0,0.63,14818.47,-0.13,0,0,0,53,53,53,53,270520.36,270520.36,14,3,0,0,0,0.0,1.4,0.1,0,18,0,1,6,0.0,0,False
2100.9,3982.99,64160.0,0.53,11876.06,-0.16,0,0,0,53,53,53,53,211098.56,211098.56,17,3,0,0,0,0.0,0.81,0.1,0,18,0,1,6,0.0,0,False
1613.83,4629.6,85192.0,0.35,14443.14,-0.21,0,0,0,56,56,56,56,259257.54,259257.54,15,3,0,0,0,0.0,0.63,0.1,0,18,0,1,6,0.0,0,False
5432.51,12063.63,177822.0,0.45,33228.77,-0.2,0,0,0,61,61,61,61,735881.61,735881.61,14,4,0,0,0,0.0,2.12,0.3,0,18,0,1,6,0.0,0,False
745.78,1533.36,26175.0,0.49,3455.84,-0.23,0,0,0,53,53,53,53,81268.14,81268.14,15,2,0,0,0,0.0,0.32,0.1,0,18,0,1,6,0.0,0,False
1804.08,5069.52,81363.0,0.36,14680.22,-0.22,0,0,0,54,54,54,54,273754.18,273754.18,14,3,0,0,0,0.0,0.7,0.3,0,18,0,1,6,0.0,0,False
2978.85,6930.25,100347.0,0.43,17678.46,-0.22,0,0,0,63,63,63,63,436605.58,436605.58,17,5,0,0,0,0.0,1.14,0.1,0,18,0,1,6,0.0,0,False
5024.1,15578.08,217050.0,0.32,43206.95,-0.24,0,0,0,61,61,61,61,950262.89,950262.89,19,5,0,0,0,0.0,2.0,0.1,0,18,0,1,6,0.0,0,False
352.15,608.39,13008.0,0.58,1920.87,-0.13,0,0,0,66,66,66,66,40153.76,40153.76,19,3,0,0,0,0.0,0.15,0.1,0,18,0,1,6,0.0,0,False
149.67,484.43,7896.0,0.31,1480.13,-0.23,0,0,0,72,72,72,72,34878.73,34878.73,17,4,0,0,0,0.0,0.06,0.3,0,18,0,1,6,0.0,0,False
1232.71,4238.72,53157.0,0.29,11806.53,-0.25,0,0,0,46,46,46,46,194981.32,194981.32,18,4,0,0,0,0.0,0.51,0.1,0,18,0,1,6,0.0,0,False
3816.68,9498.71,171696.0,0.4,31071.47,-0.18,0,0,0,54,54,54,54,512930.24,512930.24,15,3,0,0,0,0.0,1.56,0.1,0,18,0,1,6,0.0,0,False
4350.37,11640.08,198763.0,0.37,36867.0,-0.2,0,0,0,49,49,49,49,570363.83,570363.83,16,3,0,0,0,0.0,1.8,0.1,0,18,0,1,6,0.0,0,False
1786.09,5010.15,81363.0,0.36,14550.32,-0.22,0,0,0,55,55,55,55,275558.26,275558.26,14,3,0,0,0,0.0,0.71,0.1,0,18,0,1,6,0.0,0,False
3422.86,4781.95,98532.0,0.72,14305.62,-0.1,0,0,0,45,45,45,45,215187.74,215187.74,15,2,0,0,0,0.0,1.41,0.1,0,18,0,1,6,0.0,0,False
3279.1,5255.58,140200.0,0.62,18540.54,-0.11,0,0,0,55,55,55,55,289057.07,289057.07,13,2,0,0,0,0.0,1.31,0.1,0,18,0,1,6,0.0,0,False
5375.19,10126.08,189450.0,0.53,32096.19,-0.15,0,0,0,56,56,56,56,567060.51,567060.51,14,3,0,0,0,0.0,2.14,0.1,0,18,0,1,6,0.0,0,False
176.34,604.57,13008.0,0.29,1906.52,-0.22,0,0,0,67,67,67,67,40505.91,40505.91,19,3,0,0,0,0.0,0.07,0.1,0,18,0,1,6,0.0,0,False
759.98,2054.75,46950.0,0.37,6547.89,-0.2,0,0,0,57,57,57,57,117120.53,117120.53,16,3,0,0,0,0.0,0.31,0.1,0,18,0,1,6,0.0,0,False
2034.0,5010.82,91494.0,0.41,13230.18,-0.23,0,0,0,66,66,66,66,330713.83,330713.83,16,3,0,0,0,0.0,0.81,0.1,0,18,0,1,6,0.0,0,False
4950.46,17691.04,177723.0,0.28,41322.38,-0.31,0,0,0,52,52,52,52,919934.16,919934.16,21,7,0,0,0,0.0,2.07,0.1,0,18,0,1,6,0.0,0,False
3763.12,15407.85,217050.0,0.24,42872.29,-0.27,0,0,0,62,62,62,62,955286.99,955286.99,19,5,0,0,0,0.0,1.51,0.1,0,18,0,1,6,0.0,0,False
3748.79,12931.63,158319.0,0.29,33224.85,-0.28,0,0,0,47,47,47,47,607786.77,607786.77,15,5,0,0,0,0.0,1.44,0.1,0,18,0,1,6,0.0,0,False
5307.6,21604.7,235592.0,0.25,55352.87,-0.29,0,0,0,68,68,68,68,1469119.75,1469119.75,21,7,0,0,0,0.0,2.11,0.1,0,18,0,1,6,0.0,0,False
3797.44,8235.51,112344.0,0.46,20835.05,-0.21,0,0,1,45,45,45,45,370598.01,370598.01,16,3,0,0,0,0.0,1.51,0.1,0,18,0,1,6,0.0,0,False
2603.96,4221.5,63528.0,0.62,10038.22,-0.16,0,0,0,37,37,37,37,156195.47,156195.47,14,2,0,0,0,0.0,1.01,0.3,0,18,0,1,6,0.0,0,False
5083.21,14720.66,144078.0,0.35,35535.24,-0.27,0,0,0,47,47,47,47,691871.25,691871.25,15,5,0,0,0,0.0,2.06,0.1,0,18,0,1,6,0.0,0,False
652.41,3722.0,39552.0,0.18,9337.26,-0.33,0,0,0,54,54,54,54,200987.9,200987.9,19,6,0,0,0,0.0,0.26,0.1,0,18,0,1,6,0.0,0,False
2597.0,4141.94,57336.0,0.63,9751.06,-0.16,0,0,0,60,60,60,60,248516.12,248516.12,19,3,0,0,0,0.0,1.14,0.1,0,18,0,1,6,0.0,0,False
367.6,598.27,13008.0,0.61,1892.95,-0.12,0,0,0,68,68,68,68,40682.25,40682.25,19,3,0,0,0,0.0,0.16,0.1,0,18,0,1,6,0.0,0,False
451.55,1256.92,23373.0,0.36,3613.87,-0.22,0,0,1,60,60,60,60,75415.19,75415.19,15,4,0,0,0,0.0,0.19,0.1,0,18,0,1,6,0.0,0,False
2683.05,17450.65,177723.0,0.15,40960.52,-0.36,0,0,0,53,53,53,53,924884.62,924884.62,21,7,0,0,0,0.0,1.11,0.1,0,18,0,1,6,0.0,0,False
1554.22,4178.93,63528.0,0.37,9905.11,-0.26,0,0,0,38,38,38,38,158799.43,158799.43,14,2,0,0,0,0.0,0.61,0.3,0,18,0,1,6,0.0,0,False
2180.01,3788.7,67608.0,0.58,8193.85,-0.2,0,0,0,63,63,63,63,238687.95,238687.95,17,2,0,0,0,0.0,0.87,0.5,0,18,0,1,6,0.0,0,False
3462.94,9408.65,122094.0,0.37,23997.46,-0.25,0,0,0,59,59,59,59,555110.58,555110.58,16,5,0,0,0,0.0,1.38,0.1,0,18,0,1,6,0.0,0,False
1427.52,4576.69,85192.0,0.31,14319.18,-0.22,0,0,0,57,57,57,57,260871.37,260871.37,15,3,0,0,0,0.0,0.63,0.1,0,18,0,1,6,0.0,0,False
2144.74,2389.49,3986.04,0.9,458.4,-0.53,0,0,0,47,47,47,47,112305.93,112305.93,16,1,0,0,0,0.0,0.88,0.1,0,18,0,1,6,0.0,0,False
1967.42,1747.88,2853.42,1.13,371.69,0.59,0,0,0,73,73,73,73,127595.02,127595.02,14,1,0,0,0,0.0,0.78,0.1,0,18,0,1,6,0.0,0,False
2746.12,8368.93,106784.0,0.33,21779.85,-0.26,0,0,0,59,59,59,59,493766.91,493766.91,17,6,0,0,0,0.0,1.2,0.1,0,18,0,1,6,0.0,0,False
3416.2,12657.32,146452.0,0.27,30522.2,-0.3,0,0,0,73,73,73,73,923984.58,923984.58,20,8,0,0,0,0.0,1.36,0.1,0,18,0,1,6,0.0,0,False
1277.85,2774.7,46472.0,0.46,7594.92,-0.2,0,0,0,75,75,75,75,208102.26,208102.26,18,4,0,0,0,0.0,0.5,0.3,0,18,0,1,6,0.0,0,False
944.41,1568.76,35409.0,0.6,4078.58,-0.15,0,0,0,71,71,71,71,111382.03,111382.03,15,2,0,0,0,0.0,0.38,0.1,0,18,0,1,6,0.0,0,False
703.59,1217.47,23409.0,0.58,2869.94,-0.18,0,0,0,62,62,62,62,75483.11,75483.11,15,2,0,0,0,0.0,0.28,0.1,0,18,0,1,6,0.0,0,False
3174.06,6870.57,122544.0,0.46,21001.2,-0.18,0,0,0,62,62,62,62,425975.09,425975.09,16,3,0,0,0,0.0,1.26,0.1,0,18,0,1,6,0.0,0,False
